frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,0,1.0,0,0,1.0,1.0,0.4,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
1,0,1.0,0,0,1.0,1.0,0.4,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,1.0,0.96,0.0,1.0,1.0,1.0,0,1.0,0,0,0,0
2,0,1.0,0,0,1.0,1.0,0.6,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0,0,0,0
3,0,1.0,0,0,1.0,1.0,0.4,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,1.0,0.96,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
4,0,1.0,0,0,1.0,1.0,0.4,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.96,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
5,0,1.0,0,0,1.0,1.0,0.6,0.75,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
6,0,1.0,0,0,0.0,1.0,0.6,0.75,0.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.96,0.0,0.0,1.0,1.0,0,0.0,0,0,0,0
7,0,1.0,0,0,0.0,1.0,0.6,0.75,0.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.96,0.0,0.0,1.0,1.0,0,0.0,0,0,0,0
8,0,1.0,0,0,0.0,1.0,0.6,0.75,0.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.96,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
9,0,1.0,0,0,0.0,1.0,0.6,0.5,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.92,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
10,0,1.0,0,0,0.0,1.0,0.6,0.5,1.0,1.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0
11,0,1.0,0,0,0.0,1.0,0.6,0.5,0.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,1.0,0.9166666666666666,0.76,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
12,0,1.0,0,0,0.0,1.0,0.8,0.5,1.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,1.0,0,1.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
13,0,1.0,0,0,1.0,1.0,0.8,0.5,1.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,1.0,1.0,0.0,0.8333333333333334,0.48,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
14,0,1.0,0,0,1.0,0.0,0.8,0.5,1.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,1.0,0.0,0.0,0.5833333333333334,0.28,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
15,0,1.0,0,0,1.0,0.0,0.8,0.5,1.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,1.0,1.0,0.0,0.4166666666666667,0.2,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
16,0,1.0,0,0,1.0,0.0,0.4,0.25,1.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,1.0,0.0,0.0,0.16666666666666666,0.12,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
17,0,1.0,0,0,1.0,0.0,0.2,0.25,0.0,0.0,0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,1.0,0,1.0,0,0,0,0
